instant,dteday,season,year,month,hour,holiday,day_of_week,workingday,weather_condition,temp,atemp,humidity,wind_speed,casual,registered,total_count,day_category,humidity_category
11079,2012-04-11,Summer,2012,Apr,19,0,Wednesday,1,Clear,0.4,0.4091,40.0,0.3582,28,356,384,weekday,Too Dry
11080,2012-04-11,Summer,2012,Apr,20,0,Wednesday,1,Clear,0.36,0.3333,46.0,0.3284,22,213,235,weekday,Ideal
11081,2012-04-11,Summer,2012,Apr,21,0,Wednesday,1,Clear,0.34,0.303,56.99999999999999,0.3881,11,154,165,weekday,Ideal
11082,2012-04-11,Summer,2012,Apr,22,0,Wednesday,1,Clear,0.34,0.303,56.99999999999999,0.3284,4,130,134,weekday,Ideal
11083,2012-04-11,Summer,2012,Apr,23,0,Wednesday,1,Clear,0.34,0.303,56.99999999999999,0.2985,9,52,61,weekday,Ideal
11084,2012-04-12,Summer,2012,Apr,0,0,Thursday,1,Clear,0.32,0.303,66.0,0.2836,1,22,23,weekday,Too Humid
11085,2012-04-12,Summer,2012,Apr,1,0,Thursday,1,Clear,0.32,0.303,66.0,0.2239,2,7,9,weekday,Too Humid
11086,2012-04-12,Summer,2012,Apr,2,0,Thursday,1,Clear,0.32,0.303,61.0,0.2836,0,4,4,weekday,Ideal
11087,2012-04-12,Summer,2012,Apr,3,0,Thursday,1,Clear,0.32,0.303,61.0,0.2537,2,3,5,weekday,Ideal
11088,2012-04-12,Summer,2012,Apr,4,0,Thursday,1,Clear,0.3,0.2879,61.0,0.2239,0,1,1,weekday,Ideal
11089,2012-04-12,Summer,2012,Apr,5,0,Thursday,1,Clear,0.3,0.2879,61.0,0.2239,0,21,21,weekday,Ideal
11090,2012-04-12,Summer,2012,Apr,6,0,Thursday,1,Clear,0.3,0.2879,65.0,0.2537,2,94,96,weekday,Too Humid
11091,2012-04-12,Summer,2012,Apr,7,0,Thursday,1,Clear,0.3,0.2727,65.0,0.3284,12,294,306,weekday,Too Humid
11092,2012-04-12,Summer,2012,Apr,8,0,Thursday,1,Clear,0.32,0.303,66.0,0.3284,20,604,624,weekday,Too Humid
11093,2012-04-12,Summer,2012,Apr,9,0,Thursday,1,Clear,0.36,0.3333,56.99999999999999,0.3582,16,271,287,weekday,Ideal
11094,2012-04-12,Summer,2012,Apr,10,0,Thursday,1,Clear,0.4,0.4091,50.0,0.2985,38,103,141,weekday,Ideal
11095,2012-04-12,Summer,2012,Apr,11,0,Thursday,1,Clear,0.42,0.4242,47.0,0.2985,50,174,224,weekday,Ideal
11096,2012-04-12,Summer,2012,Apr,12,0,Thursday,1,Clear,0.46,0.4545,41.0,0.4478,60,199,259,weekday,Too Dry
11097,2012-04-12,Summer,2012,Apr,13,0,Thursday,1,Clear,0.48,0.4697,36.0,0.4478,55,148,203,weekday,Too Dry
11098,2012-04-12,Summer,2012,Apr,14,0,Thursday,1,Clear,0.5,0.4848,31.0,0.3284,74,150,224,weekday,Too Dry
11099,2012-04-12,Summer,2012,Apr,15,0,Thursday,1,Clear,0.48,0.4697,31.0,0.2537,42,169,211,weekday,Too Dry
11100,2012-04-12,Summer,2012,Apr,16,0,Thursday,1,Clear,0.48,0.4697,31.0,0.2836,54,299,353,weekday,Too Dry
11101,2012-04-12,Summer,2012,Apr,17,0,Thursday,1,Clear,0.5,0.4848,27.0,0.3881,60,596,656,weekday,Too Dry
11102,2012-04-12,Summer,2012,Apr,18,0,Thursday,1,Clear,0.5,0.4848,27.0,0.3881,63,547,610,weekday,Too Dry
11103,2012-04-12,Summer,2012,Apr,19,0,Thursday,1,Clear,0.46,0.4545,31.0,0.2985,50,383,433,weekday,Too Dry
11104,2012-04-12,Summer,2012,Apr,20,0,Thursday,1,Clear,0.44,0.4394,33.0,0.2537,26,254,280,weekday,Too Dry
11105,2012-04-12,Summer,2012,Apr,21,0,Thursday,1,Clear,0.42,0.4242,35.0,0.1343,13,174,187,weekday,Too Dry
11106,2012-04-12,Summer,2012,Apr,22,0,Thursday,1,Clear,0.42,0.4242,35.0,0.194,15,143,158,weekday,Too Dry
11107,2012-04-12,Summer,2012,Apr,23,0,Thursday,1,Clear,0.42,0.4242,35.0,0.194,8,86,94,weekday,Too Dry
11108,2012-04-13,Summer,2012,Apr,0,0,Friday,1,Clear,0.4,0.4091,37.0,0.2537,14,41,55,weekday,Too Dry
11109,2012-04-13,Summer,2012,Apr,1,0,Friday,1,Clear,0.36,0.3485,46.0,0.194,2,28,30,weekday,Ideal
11110,2012-04-13,Summer,2012,Apr,2,0,Friday,1,Clear,0.34,0.3333,49.0,0.194,6,5,11,weekday,Ideal
11111,2012-04-13,Summer,2012,Apr,3,0,Friday,1,Clear,0.34,0.3333,61.0,0.1642,3,8,11,weekday,Ideal
11112,2012-04-13,Summer,2012,Apr,4,0,Friday,1,Misty,0.34,0.3333,53.0,0.1343,1,4,5,weekday,Ideal
11113,2012-04-13,Summer,2012,Apr,5,0,Friday,1,Misty,0.34,0.3333,53.0,0.1642,2,19,21,weekday,Ideal
11114,2012-04-13,Summer,2012,Apr,6,0,Friday,1,Clear,0.32,0.3182,56.99999999999999,0.1642,0,84,84,weekday,Ideal
11115,2012-04-13,Summer,2012,Apr,7,0,Friday,1,Clear,0.34,0.3182,61.0,0.2239,13,283,296,weekday,Ideal
11116,2012-04-13,Summer,2012,Apr,8,0,Friday,1,Clear,0.38,0.3939,46.0,0.1642,24,539,563,weekday,Ideal
11117,2012-04-13,Summer,2012,Apr,9,0,Friday,1,Clear,0.42,0.4242,41.0,0.1642,36,294,330,weekday,Too Dry
11118,2012-04-13,Summer,2012,Apr,10,0,Friday,1,Clear,0.44,0.4394,38.0,0.194,59,133,192,weekday,Too Dry
11119,2012-04-13,Summer,2012,Apr,11,0,Friday,1,Clear,0.46,0.4545,36.0,0.1343,75,158,233,weekday,Too Dry
11120,2012-04-13,Summer,2012,Apr,12,0,Friday,1,Clear,0.5,0.4848,31.0,0.0,104,218,322,weekday,Too Dry
11121,2012-04-13,Summer,2012,Apr,13,0,Friday,1,Clear,0.52,0.5,27.0,0.2836,112,246,358,weekday,Too Dry
11122,2012-04-13,Summer,2012,Apr,14,0,Friday,1,Clear,0.52,0.5,27.0,0.0,125,223,348,weekday,Too Dry
11123,2012-04-13,Summer,2012,Apr,15,0,Friday,1,Clear,0.54,0.5152,28.000000000000004,0.2537,115,237,352,weekday,Too Dry
11124,2012-04-13,Summer,2012,Apr,16,0,Friday,1,Clear,0.56,0.5303,26.0,0.2537,113,350,463,weekday,Too Dry
11125,2012-04-13,Summer,2012,Apr,17,0,Friday,1,Clear,0.56,0.5303,24.0,0.1642,117,621,738,weekday,Too Dry
11126,2012-04-13,Summer,2012,Apr,18,0,Friday,1,Clear,0.54,0.5152,26.0,0.1343,107,564,671,weekday,Too Dry
11127,2012-04-13,Summer,2012,Apr,19,0,Friday,1,Clear,0.54,0.5152,24.0,0.1642,75,352,427,weekday,Too Dry
11128,2012-04-13,Summer,2012,Apr,20,0,Friday,1,Clear,0.5,0.4848,28.999999999999996,0.1343,44,242,286,weekday,Too Dry
11129,2012-04-13,Summer,2012,Apr,21,0,Friday,1,Clear,0.5,0.4848,36.0,0.0,36,153,189,weekday,Too Dry
11130,2012-04-13,Summer,2012,Apr,22,0,Friday,1,Clear,0.44,0.4394,62.0,0.1045,34,181,215,weekday,Ideal
11131,2012-04-13,Summer,2012,Apr,23,0,Friday,1,Clear,0.42,0.4242,62.0,0.0896,35,163,198,weekday,Ideal
11132,2012-04-14,Summer,2012,Apr,0,0,Saturday,0,Clear,0.4,0.4091,57.99999999999999,0.1343,11,85,96,weekend,Ideal
11133,2012-04-14,Summer,2012,Apr,1,0,Saturday,0,Clear,0.4,0.4091,57.99999999999999,0.1343,10,60,70,weekend,Ideal
11134,2012-04-14,Summer,2012,Apr,2,0,Saturday,0,Clear,0.38,0.3939,66.0,0.1343,3,53,56,weekend,Too Humid
11135,2012-04-14,Summer,2012,Apr,3,0,Saturday,0,Clear,0.36,0.3636,66.0,0.0896,6,26,32,weekend,Too Humid
11136,2012-04-14,Summer,2012,Apr,4,0,Saturday,0,Clear,0.36,0.3636,71.0,0.1045,5,9,14,weekend,Too Humid
11137,2012-04-14,Summer,2012,Apr,5,0,Saturday,0,Clear,0.36,0.3636,66.0,0.1045,2,5,7,weekend,Too Humid
11138,2012-04-14,Summer,2012,Apr,6,0,Saturday,0,Clear,0.34,0.3333,76.0,0.1642,2,19,21,weekend,Too Humid
11139,2012-04-14,Summer,2012,Apr,7,0,Saturday,0,Clear,0.36,0.3636,71.0,0.1045,8,56,64,weekend,Too Humid
11140,2012-04-14,Summer,2012,Apr,8,0,Saturday,0,Clear,0.36,0.3485,71.0,0.1343,24,136,160,weekend,Too Humid
11141,2012-04-14,Summer,2012,Apr,9,0,Saturday,0,Clear,0.42,0.4242,54.0,0.1343,59,206,265,weekend,Ideal
11142,2012-04-14,Summer,2012,Apr,10,0,Saturday,0,Clear,0.46,0.4545,51.0,0.1642,139,267,406,weekend,Ideal
11143,2012-04-14,Summer,2012,Apr,11,0,Saturday,0,Clear,0.52,0.5,45.0,0.194,207,357,564,weekend,Ideal
11144,2012-04-14,Summer,2012,Apr,12,0,Saturday,0,Clear,0.58,0.5455,35.0,0.2537,274,404,678,weekend,Too Dry
11145,2012-04-14,Summer,2012,Apr,13,0,Saturday,0,Clear,0.62,0.6212,33.0,0.2985,308,370,678,weekend,Too Dry
11146,2012-04-14,Summer,2012,Apr,14,0,Saturday,0,Misty,0.64,0.6212,27.0,0.4478,288,372,660,weekend,Too Dry
11147,2012-04-14,Summer,2012,Apr,15,0,Saturday,0,Misty,0.64,0.6212,27.0,0.3582,311,347,658,weekend,Too Dry
11148,2012-04-14,Summer,2012,Apr,16,0,Saturday,0,Misty,0.64,0.6212,27.0,0.3582,253,329,582,weekend,Too Dry
11149,2012-04-14,Summer,2012,Apr,17,0,Saturday,0,Misty,0.62,0.6212,33.0,0.2537,251,309,560,weekend,Too Dry
11150,2012-04-14,Summer,2012,Apr,18,0,Saturday,0,Misty,0.62,0.6212,35.0,0.2239,197,284,481,weekend,Too Dry
11151,2012-04-14,Summer,2012,Apr,19,0,Saturday,0,Misty,0.6,0.6212,40.0,0.1642,163,296,459,weekend,Too Dry
11152,2012-04-14,Summer,2012,Apr,20,0,Saturday,0,Misty,0.56,0.5303,46.0,0.1343,112,209,321,weekend,Ideal
11153,2012-04-14,Summer,2012,Apr,21,0,Saturday,0,Misty,0.56,0.5303,43.0,0.1343,53,167,220,weekend,Too Dry
11154,2012-04-14,Summer,2012,Apr,22,0,Saturday,0,Misty,0.54,0.5152,52.0,0.1642,64,148,212,weekend,Ideal
11155,2012-04-14,Summer,2012,Apr,23,0,Saturday,0,Misty,0.54,0.5152,56.00000000000001,0.194,45,151,196,weekend,Ideal
11156,2012-04-15,Summer,2012,Apr,0,0,Sunday,0,Misty,0.54,0.5152,56.00000000000001,0.194,30,94,124,weekend,Ideal
11157,2012-04-15,Summer,2012,Apr,1,0,Sunday,0,Misty,0.54,0.5152,56.00000000000001,0.1642,17,89,106,weekend,Ideal
11158,2012-04-15,Summer,2012,Apr,2,0,Sunday,0,Misty,0.54,0.5152,56.00000000000001,0.1045,20,54,74,weekend,Ideal
11159,2012-04-15,Summer,2012,Apr,3,0,Sunday,0,Misty,0.52,0.5,59.0,0.1343,18,27,45,weekend,Ideal
11160,2012-04-15,Summer,2012,Apr,4,0,Sunday,0,Misty,0.54,0.5152,52.0,0.0,2,10,12,weekend,Ideal
11161,2012-04-15,Summer,2012,Apr,5,0,Sunday,0,Clear,0.5,0.4848,68.0,0.1642,4,6,10,weekend,Too Humid
11162,2012-04-15,Summer,2012,Apr,6,0,Sunday,0,Clear,0.5,0.4848,63.0,0.1343,5,11,16,weekend,Ideal
11163,2012-04-15,Summer,2012,Apr,7,0,Sunday,0,Clear,0.5,0.4848,63.0,0.1045,16,30,46,weekend,Ideal
11164,2012-04-15,Summer,2012,Apr,8,0,Sunday,0,Clear,0.52,0.5,59.0,0.0,33,64,97,weekend,Ideal
11165,2012-04-15,Summer,2012,Apr,9,0,Sunday,0,Clear,0.54,0.5152,56.00000000000001,0.2239,97,154,251,weekend,Ideal
11166,2012-04-15,Summer,2012,Apr,10,0,Sunday,0,Clear,0.58,0.5455,53.0,0.2239,186,235,421,weekend,Ideal
11167,2012-04-15,Summer,2012,Apr,11,0,Sunday,0,Clear,0.62,0.6212,46.0,0.2985,227,301,528,weekend,Ideal
11168,2012-04-15,Summer,2012,Apr,12,0,Sunday,0,Clear,0.64,0.6212,44.0,0.2836,275,360,635,weekend,Too Dry
11169,2012-04-15,Summer,2012,Apr,13,0,Sunday,0,Clear,0.66,0.6212,44.0,0.2836,298,383,681,weekend,Too Dry
11170,2012-04-15,Summer,2012,Apr,14,0,Sunday,0,Clear,0.7,0.6364,39.0,0.2836,282,346,628,weekend,Too Dry
11171,2012-04-15,Summer,2012,Apr,15,0,Sunday,0,Clear,0.7,0.6364,39.0,0.3881,266,351,617,weekend,Too Dry
11172,2012-04-15,Summer,2012,Apr,16,0,Sunday,0,Clear,0.72,0.6515,39.0,0.3582,286,330,616,weekend,Too Dry
11173,2012-04-15,Summer,2012,Apr,17,0,Sunday,0,Clear,0.7,0.6364,42.0,0.3284,262,361,623,weekend,Too Dry
11174,2012-04-15,Summer,2012,Apr,18,0,Sunday,0,Clear,0.7,0.6364,42.0,0.2537,184,295,479,weekend,Too Dry
11175,2012-04-15,Summer,2012,Apr,19,0,Sunday,0,Clear,0.7,0.6364,42.0,0.2537,114,265,379,weekend,Too Dry
11176,2012-04-15,Summer,2012,Apr,20,0,Sunday,0,Clear,0.64,0.6212,50.0,0.2239,86,205,291,weekend,Ideal
11177,2012-04-15,Summer,2012,Apr,21,0,Sunday,0,Clear,0.62,0.6212,56.99999999999999,0.2537,76,153,229,weekend,Ideal
11178,2012-04-15,Summer,2012,Apr,22,0,Sunday,0,Clear,0.68,0.6364,44.0,0.3582,37,97,134,weekend,Too Dry
11179,2012-04-15,Summer,2012,Apr,23,0,Sunday,0,Clear,0.66,0.6212,50.0,0.3881,25,65,90,weekend,Ideal
11180,2012-04-16,Summer,2012,Apr,0,1,Monday,0,Clear,0.64,0.6212,53.0,0.3284,15,26,41,weekday,Ideal
11181,2012-04-16,Summer,2012,Apr,1,1,Monday,0,Clear,0.62,0.6061,61.0,0.3582,7,21,28,weekday,Ideal
11182,2012-04-16,Summer,2012,Apr,2,1,Monday,0,Clear,0.6,0.6061,64.0,0.2537,5,9,14,weekday,Ideal
11183,2012-04-16,Summer,2012,Apr,3,1,Monday,0,Clear,0.58,0.5455,68.0,0.194,3,5,8,weekday,Too Humid
11184,2012-04-16,Summer,2012,Apr,4,1,Monday,0,Clear,0.54,0.5152,77.0,0.2239,0,6,6,weekday,Too Humid
11185,2012-04-16,Summer,2012,Apr,5,1,Monday,0,Clear,0.54,0.5152,77.0,0.2239,4,34,38,weekday,Too Humid
11186,2012-04-16,Summer,2012,Apr,6,1,Monday,0,Clear,0.52,0.5,83.0,0.1642,10,123,133,weekday,Too Humid
11187,2012-04-16,Summer,2012,Apr,7,1,Monday,0,Clear,0.52,0.5,83.0,0.1343,20,367,387,weekday,Too Humid
11188,2012-04-16,Summer,2012,Apr,8,1,Monday,0,Misty,0.56,0.5303,83.0,0.1642,48,549,597,weekday,Too Humid
11189,2012-04-16,Summer,2012,Apr,9,1,Monday,0,Clear,0.62,0.6061,69.0,0.2239,59,238,297,weekday,Too Humid
11190,2012-04-16,Summer,2012,Apr,10,1,Monday,0,Clear,0.62,0.6061,69.0,0.2537,75,149,224,weekday,Too Humid
11191,2012-04-16,Summer,2012,Apr,11,1,Monday,0,Clear,0.64,0.6061,65.0,0.2537,115,136,251,weekday,Too Humid
11192,2012-04-16,Summer,2012,Apr,12,1,Monday,0,Clear,0.68,0.6364,56.99999999999999,0.2537,75,196,271,weekday,Ideal
11193,2012-04-16,Summer,2012,Apr,13,1,Monday,0,Clear,0.74,0.6667,45.0,0.2985,79,184,263,weekday,Ideal
11194,2012-04-16,Summer,2012,Apr,14,1,Monday,0,Clear,0.76,0.6818,45.0,0.3284,105,183,288,weekday,Ideal
11195,2012-04-16,Summer,2012,Apr,15,1,Monday,0,Clear,0.8,0.697,33.0,0.4478,81,194,275,weekday,Too Dry
11196,2012-04-16,Summer,2012,Apr,16,1,Monday,0,Clear,0.8,0.697,33.0,0.4627,92,266,358,weekday,Too Dry
11197,2012-04-16,Summer,2012,Apr,17,1,Monday,0,Clear,0.8,0.697,33.0,0.3881,111,601,712,weekday,Too Dry
11198,2012-04-16,Summer,2012,Apr,18,1,Monday,0,Clear,0.8,0.697,31.0,0.3881,87,589,676,weekday,Too Dry
11199,2012-04-16,Summer,2012,Apr,19,1,Monday,0,Clear,0.76,0.6667,35.0,0.3881,61,461,522,weekday,Too Dry
11200,2012-04-16,Summer,2012,Apr,20,1,Monday,0,Clear,0.74,0.6515,37.0,0.2985,48,327,375,weekday,Too Dry
11201,2012-04-16,Summer,2012,Apr,21,1,Monday,0,Clear,0.68,0.6364,51.0,0.2537,39,232,271,weekday,Ideal
11202,2012-04-16,Summer,2012,Apr,22,1,Monday,0,Clear,0.68,0.6364,51.0,0.2537,35,179,214,weekday,Ideal
11203,2012-04-16,Summer,2012,Apr,23,1,Monday,0,Clear,0.7,0.6364,45.0,0.2985,24,97,121,weekday,Ideal
11204,2012-04-17,Summer,2012,Apr,0,0,Tuesday,1,Clear,0.66,0.6212,54.0,0.194,10,33,43,weekday,Ideal
11205,2012-04-17,Summer,2012,Apr,1,0,Tuesday,1,Clear,0.64,0.6212,56.99999999999999,0.1642,6,5,11,weekday,Ideal
11206,2012-04-17,Summer,2012,Apr,2,0,Tuesday,1,Clear,0.56,0.5303,83.0,0.1045,1,3,4,weekday,Too Humid
11207,2012-04-17,Summer,2012,Apr,3,0,Tuesday,1,Clear,0.56,0.5303,83.0,0.0896,0,6,6,weekday,Too Humid
11208,2012-04-17,Summer,2012,Apr,4,0,Tuesday,1,Clear,0.66,0.6212,44.0,0.2239,3,6,9,weekday,Too Dry
11209,2012-04-17,Summer,2012,Apr,5,0,Tuesday,1,Clear,0.6,0.6212,53.0,0.2537,1,29,30,weekday,Ideal
11210,2012-04-17,Summer,2012,Apr,6,0,Tuesday,1,Clear,0.6,0.6212,46.0,0.2537,8,136,144,weekday,Ideal
11211,2012-04-17,Summer,2012,Apr,7,0,Tuesday,1,Clear,0.6,0.6212,43.0,0.2537,18,443,461,weekday,Too Dry
11212,2012-04-17,Summer,2012,Apr,8,0,Tuesday,1,Clear,0.6,0.6212,43.0,0.2239,42,631,673,weekday,Too Dry
11213,2012-04-17,Summer,2012,Apr,9,0,Tuesday,1,Clear,0.6,0.6212,38.0,0.4925,71,329,400,weekday,Too Dry
11214,2012-04-17,Summer,2012,Apr,10,0,Tuesday,1,Clear,0.6,0.6212,38.0,0.4179,52,165,217,weekday,Too Dry
11215,2012-04-17,Summer,2012,Apr,11,0,Tuesday,1,Clear,0.6,0.6212,33.0,0.4179,65,174,239,weekday,Too Dry
11216,2012-04-17,Summer,2012,Apr,12,0,Tuesday,1,Clear,0.6,0.6212,33.0,0.3582,65,179,244,weekday,Too Dry
11217,2012-04-17,Summer,2012,Apr,13,0,Tuesday,1,Clear,0.62,0.6212,28.999999999999996,0.2537,52,187,239,weekday,Too Dry
11218,2012-04-17,Summer,2012,Apr,14,0,Tuesday,1,Clear,0.64,0.6212,27.0,0.2836,59,198,257,weekday,Too Dry
11219,2012-04-17,Summer,2012,Apr,15,0,Tuesday,1,Clear,0.66,0.6212,24.0,0.3284,91,217,308,weekday,Too Dry
11220,2012-04-17,Summer,2012,Apr,16,0,Tuesday,1,Clear,0.68,0.6212,22.0,0.3582,50,320,370,weekday,Too Dry
11221,2012-04-17,Summer,2012,Apr,17,0,Tuesday,1,Clear,0.64,0.6061,25.0,0.2985,108,673,781,weekday,Too Dry
11222,2012-04-17,Summer,2012,Apr,18,0,Tuesday,1,Clear,0.64,0.6061,25.0,0.2836,105,670,775,weekday,Too Dry
11223,2012-04-17,Summer,2012,Apr,19,0,Tuesday,1,Clear,0.6,0.6061,26.0,0.2537,73,464,537,weekday,Too Dry
11224,2012-04-17,Summer,2012,Apr,20,0,Tuesday,1,Clear,0.6,0.6061,23.0,0.2836,44,358,402,weekday,Too Dry
11225,2012-04-17,Summer,2012,Apr,21,0,Tuesday,1,Clear,0.56,0.5303,26.0,0.2985,37,260,297,weekday,Too Dry
11226,2012-04-17,Summer,2012,Apr,22,0,Tuesday,1,Clear,0.54,0.5152,30.0,0.2537,18,144,162,weekday,Too Dry
11227,2012-04-17,Summer,2012,Apr,23,0,Tuesday,1,Clear,0.54,0.5152,32.0,0.2239,10,72,82,weekday,Too Dry
11228,2012-04-18,Summer,2012,Apr,0,0,Wednesday,1,Clear,0.54,0.5152,32.0,0.1642,3,35,38,weekday,Too Dry
11229,2012-04-18,Summer,2012,Apr,1,0,Wednesday,1,Clear,0.52,0.5,34.0,0.194,1,13,14,weekday,Too Dry
11230,2012-04-18,Summer,2012,Apr,2,0,Wednesday,1,Misty,0.5,0.4848,42.0,0.194,1,8,9,weekday,Too Dry
11231,2012-04-18,Summer,2012,Apr,3,0,Wednesday,1,Misty,0.5,0.4848,42.0,0.2239,0,6,6,weekday,Too Dry
11232,2012-04-18,Summer,2012,Apr,4,0,Wednesday,1,Misty,0.5,0.4848,42.0,0.2836,0,7,7,weekday,Too Dry
11233,2012-04-18,Summer,2012,Apr,5,0,Wednesday,1,Misty,0.5,0.4848,39.0,0.2836,0,34,34,weekday,Too Dry
11234,2012-04-18,Summer,2012,Apr,6,0,Wednesday,1,Misty,0.5,0.4848,39.0,0.2836,6,128,134,weekday,Too Dry
11235,2012-04-18,Summer,2012,Apr,7,0,Wednesday,1,Misty,0.5,0.4848,39.0,0.194,10,408,418,weekday,Too Dry
11236,2012-04-18,Summer,2012,Apr,8,0,Wednesday,1,Light_Rain_Snow,0.5,0.4848,39.0,0.194,25,551,576,weekday,Too Dry
11237,2012-04-18,Summer,2012,Apr,9,0,Wednesday,1,Light_Rain_Snow,0.48,0.4697,44.0,0.2985,20,245,265,weekday,Too Dry
11238,2012-04-18,Summer,2012,Apr,10,0,Wednesday,1,Light_Rain_Snow,0.48,0.4697,47.0,0.2239,31,116,147,weekday,Ideal
11239,2012-04-18,Summer,2012,Apr,11,0,Wednesday,1,Light_Rain_Snow,0.46,0.4545,47.0,0.2537,14,105,119,weekday,Ideal
11240,2012-04-18,Summer,2012,Apr,12,0,Wednesday,1,Light_Rain_Snow,0.46,0.4545,51.0,0.1045,15,95,110,weekday,Ideal
11241,2012-04-18,Summer,2012,Apr,13,0,Wednesday,1,Light_Rain_Snow,0.46,0.4545,59.0,0.0,13,51,64,weekday,Ideal
11242,2012-04-18,Summer,2012,Apr,14,0,Wednesday,1,Light_Rain_Snow,0.44,0.4394,72.0,0.1045,8,43,51,weekday,Too Humid
11243,2012-04-18,Summer,2012,Apr,15,0,Wednesday,1,Light_Rain_Snow,0.42,0.4242,77.0,0.194,10,88,98,weekday,Too Humid
11244,2012-04-18,Summer,2012,Apr,16,0,Wednesday,1,Misty,0.42,0.4242,77.0,0.2239,36,199,235,weekday,Too Humid
11245,2012-04-18,Summer,2012,Apr,17,0,Wednesday,1,Misty,0.42,0.4242,77.0,0.194,46,442,488,weekday,Too Humid
11246,2012-04-18,Summer,2012,Apr,18,0,Wednesday,1,Misty,0.42,0.4242,77.0,0.0,27,478,505,weekday,Too Humid
11247,2012-04-18,Summer,2012,Apr,19,0,Wednesday,1,Misty,0.42,0.4242,77.0,0.1343,26,342,368,weekday,Too Humid
11248,2012-04-18,Summer,2012,Apr,20,0,Wednesday,1,Misty,0.42,0.4242,77.0,0.1045,8,252,260,weekday,Too Humid
11249,2012-04-18,Summer,2012,Apr,21,0,Wednesday,1,Misty,0.42,0.4242,82.0,0.0896,24,165,189,weekday,Too Humid
11250,2012-04-18,Summer,2012,Apr,22,0,Wednesday,1,Misty,0.42,0.4242,77.0,0.0896,9,153,162,weekday,Too Humid
11251,2012-04-18,Summer,2012,Apr,23,0,Wednesday,1,Misty,0.42,0.4242,77.0,0.0,14,56,70,weekday,Too Humid
11252,2012-04-19,Summer,2012,Apr,0,0,Thursday,1,Light_Rain_Snow,0.42,0.4242,77.0,0.0,5,20,25,weekday,Too Humid
11253,2012-04-19,Summer,2012,Apr,1,0,Thursday,1,Light_Rain_Snow,0.42,0.4242,77.0,0.1045,2,11,13,weekday,Too Humid
11254,2012-04-19,Summer,2012,Apr,2,0,Thursday,1,Misty,0.42,0.4242,77.0,0.0,2,4,6,weekday,Too Humid
11255,2012-04-19,Summer,2012,Apr,3,0,Thursday,1,Misty,0.42,0.4242,77.0,0.0,1,3,4,weekday,Too Humid
11256,2012-04-19,Summer,2012,Apr,4,0,Thursday,1,Misty,0.42,0.4242,71.0,0.0,0,4,4,weekday,Too Humid
11257,2012-04-19,Summer,2012,Apr,5,0,Thursday,1,Clear,0.4,0.4091,82.0,0.0,0,30,30,weekday,Too Humid
11258,2012-04-19,Summer,2012,Apr,6,0,Thursday,1,Misty,0.4,0.4091,82.0,0.1045,4,116,120,weekday,Too Humid
11259,2012-04-19,Summer,2012,Apr,7,0,Thursday,1,Misty,0.4,0.4091,82.0,0.1343,15,391,406,weekday,Too Humid
11260,2012-04-19,Summer,2012,Apr,8,0,Thursday,1,Misty,0.42,0.4242,82.0,0.1045,26,651,677,weekday,Too Humid
11261,2012-04-19,Summer,2012,Apr,9,0,Thursday,1,Misty,0.46,0.4545,72.0,0.0,31,270,301,weekday,Too Humid
11262,2012-04-19,Summer,2012,Apr,10,0,Thursday,1,Clear,0.48,0.4697,63.0,0.0896,46,143,189,weekday,Ideal
11263,2012-04-19,Summer,2012,Apr,11,0,Thursday,1,Clear,0.52,0.5,48.0,0.0,46,183,229,weekday,Ideal
11264,2012-04-19,Summer,2012,Apr,12,0,Thursday,1,Clear,0.54,0.5152,49.0,0.0,51,213,264,weekday,Ideal
11265,2012-04-19,Summer,2012,Apr,13,0,Thursday,1,Clear,0.56,0.5303,46.0,0.0,52,186,238,weekday,Ideal
11266,2012-04-19,Summer,2012,Apr,14,0,Thursday,1,Clear,0.58,0.5455,43.0,0.0,54,183,237,weekday,Too Dry
11267,2012-04-19,Summer,2012,Apr,15,0,Thursday,1,Clear,0.6,0.6212,43.0,0.0,66,196,262,weekday,Too Dry
11268,2012-04-19,Summer,2012,Apr,16,0,Thursday,1,Clear,0.62,0.6212,41.0,0.1045,63,324,387,weekday,Too Dry
11269,2012-04-19,Summer,2012,Apr,17,0,Thursday,1,Clear,0.6,0.6212,43.0,0.0896,85,663,748,weekday,Too Dry
11270,2012-04-19,Summer,2012,Apr,18,0,Thursday,1,Clear,0.6,0.6212,43.0,0.0896,99,677,776,weekday,Too Dry
11271,2012-04-19,Summer,2012,Apr,19,0,Thursday,1,Clear,0.58,0.5455,46.0,0.1343,70,516,586,weekday,Ideal
11272,2012-04-19,Summer,2012,Apr,20,0,Thursday,1,Clear,0.56,0.5303,49.0,0.2239,52,352,404,weekday,Ideal
11273,2012-04-19,Summer,2012,Apr,21,0,Thursday,1,Clear,0.52,0.5,55.00000000000001,0.1045,27,240,267,weekday,Ideal
11274,2012-04-19,Summer,2012,Apr,22,0,Thursday,1,Clear,0.52,0.5,59.0,0.194,29,219,248,weekday,Ideal
11275,2012-04-19,Summer,2012,Apr,23,0,Thursday,1,Clear,0.5,0.4848,63.0,0.1045,20,124,144,weekday,Ideal
11276,2012-04-20,Summer,2012,Apr,0,0,Friday,1,Clear,0.48,0.4697,67.0,0.1045,5,59,64,weekday,Too Humid
